Gas,NFR/CRF Group,Source,Activity,Units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PM10 (Particulate Matter < 10&micro;m),1A2gvii,Industrial off-road mobile machinery,Petrol,kilotonne,0.004632826,0.004587682,0.004683612,0.005118115,0.005056043,0.004706183,0.004790827,0.004886756,0.004914971,0.004903685,0.004480467,0.004203965,0.004198322,0.004288608,0.00444661,0.004570754,0.004632826,0.004852899,0.005208402,0.005417189,0.057717164,0.055962882,0.056156274,0.056132468,0.058251476,0.058663933,0.058098494,0.10351894,0.113715527,0.082714991,0.106030696,0.09130054,0.078830815,0.078634839,0.086506375,0.105363961,0.114982871,0.151737572,0.071137939,0.059709604,0.071693123,0.071775166,0.069942128,0.065472699,0.070954371,0.067031437,0.066999709,0.081101634,0.076262387,0.069859572,0.063986059,0.073298267
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Burning oil,kilotonne,0.3563868,0.373065,0.373065,0.3563868,0.311619,0.2800182,0.26334,0.2800182,0.3326862,0.368676,0.311619,0.3282972,0.3256638,0.3089856,0.3318084,0.3809652,0.399399,0.447678,0.4160772,0.377454,0.38014233,0.436325946,0.436835839,0.462048228,0.4697234,0.535458699,0.625059598,0.652915776,0.704224701,1.03385204,1.116687721,1.34088715,1.100497719,1.097408741,1.258313658,1.275925932,1.321266984,1.228012129,1.236545652,1.252504109,1.276174107,1.127113724,1.143516127,1.188385375,1.09818806,1.089320131,1.323818521,1.293948637,1.320139741,1.36959741,1.499783568,1.362634523
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Coal,kilotonne,79.69845878,60.96854985,40.66186801,41.31971217,37.92845448,32.20767958,29.86143783,30.47641112,27.72321252,30.54666428,25.14507025,23.35846287,23.76696763,23.92798456,18.13091002,25.99663931,29.2474424,18.87495534,23.13196947,21.56081684,7.499610664,7.637697871,9.709068101,4.365259507,3.124945707,4.679062186,1.447548097,1.971950514,1.426853019,2.280945623,2.547094393,1.772049244,1.829141674,2.032660559,1.767823101,2.26680456,2.367659814,1.515157471,2.74038194,3.460653921,4.887388248,4.320534242,5.364140762,7.897895461,7.320291227,5.496044409,4.994434634,4.069226709,3.707311218,2.82288337,2.545554255,2.632836007
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Coke,kilotonne,0.100867891,0.100867891,0.397857071,0.837168671,0.645405671,1.098663671,0.401343671,0.892954271,0.729084071,0.917360471,0.8171241,1.4447121,0.730609881,0.495361457,0.497474456,0.208841273,0.100867891,0.100867891,0.25218024,0.131145703,0.148214503,0.099488301,0.262531601,0.359610325,0.099488301,0,0,0.07255303,0.192346789,0.177509372,0.06366159,0.06366159,0.095871675,0.058527591,0.06359046,0,0.047038051,0,0.04212364,0,0,0,0,0.032282429,0.034735462,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Coke oven gas,kilotonne,0.0017035,0.001629435,0.002666348,0.003407,0.003703261,0.004888304,0.004592043,0.004740174,0.004517978,0.00525863,0.0051105,0.003184804,0.003110739,0.003110739,0.000740652,0.001629435,0.002740413,0.002666348,0.002443802,0.001392487,0.001311617,0.001061424,0.00101088,0.000672235,0.000657072,0.000399298,0.000525658,0.000555984,0.000293155,0.000315593,0.00086125,0.001829868,0.000816814,0.00064187,0.000825162,0.000751115,0.000646565,0.000714496,0.000678275,0.000735643,0.000655834,0.000660206,0.000655101,0.000594473,0.000571274,3.512808e-06,3.512808e-06,3.512808e-06,3.512808e-06,3.512808e-06,3.512808e-06,3.512808e-06
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Colliery methane,kilotonne,0,0,0,0,0,0,0,0,0.00075967,0.000949587,0.003608432,0.004747937,0.005127772,0.005887442,0.002658845,0.004368102,0.00531769,0.00531769,0.004747937,0.003988267,0.00303912,0.00246888,0.00241704,0.00146448,0.00020088,0.00131544,0.001296,0.001296,0.0011664,0.000972,0.0007776,0.0006804,0.0005832,0.000486,0.0004212,0.0003564,0.00030456,0.0002592,0.00022032,0.00018792,0.000162,0.00013608,0.00011664,9.72e-05,8.262e-05,7.02432e-05,5.96808e-05,5.07384e-05,4.31568e-05,3.66768e-05,3.11688e-05,2.65032e-05
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Fuel oil,kilotonne,21.33474534,20.64709997,20.06425577,19.82313135,17.72137396,15.08781465,15.33546048,15.34466394,15.15600366,14.78275205,11.82448553,9.669069774,8.699921508,7.55393626,6.660782743,5.342031065,6.372790615,5.119651701,6.286051444,5.341505424,2.207774133,3.372743268,3.24760164,2.558714332,2.087599711,1.527311855,1.298530609,0.580946542,0.478444409,0.156816952,0.121169517,0.448015495,0.098156755,0.137525335,0.380484096,0.754474048,0.406607485,0.4522662,0.238686528,0.407262241,0.644557348,0.239474205,0.026914573,0.006759517,0.157392252,0.143744711,0.251787414,0.399680077,0.212530345,0.071284795,0.21527676,0.164064082
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Gas oil,kilotonne,3.86993457,4.229804156,5.12786143,5.1499255,4.17990451,3.868719134,3.689656832,3.831308936,3.836030728,3.951460043,3.193140551,2.872994006,2.577268112,2.215983523,2.00219303,2.014345735,1.835297329,1.558939482,1.444027656,1.381243297,1.14808516,1.282104605,1.154729251,1.174773442,1.083849021,1.01150914,1.075329034,0.877035149,1.184750366,1.152534371,1.321486888,0.962120615,0.186251983,0.373047629,0.104843122,0.27569058,0.168588506,0.106137525,0.05519203,0.04750648,0.05865181,0.041069276,0.042464778,0.050088668,0.060296133,0.072493274,0.067645538,0.065269182,0.071382511,0.058922912,0.051583759,0.074000964
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,LPG,kilotonne,0.016594321,0.019590518,0.034187375,0.042945489,0.04240771,0.038720083,0.040410245,0.039334687,0.036645793,0.039565164,0.032727689,0.03080705,0.030422922,0.030653399,0.024968307,0.023585447,0.022894017,0.027810853,0.026105326,0.025114276,0.019546998,0.022830381,0.01925706,0.020766078,0.023216054,0.024632172,0.028275733,0.025616852,0.024169515,0.024344401,0.022955814,0.023146344,0.020140351,0.029936151,0.027279521,0.028183526,0.029982217,0.030073914,0.023022395,0.022738126,0.022257662,0.02476752,0.015665875,0.009229736,0.019747,0.026594226,0.019045331,0.019341724,0.020306184,0.028636348,0.026489637,0.028570169
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Natural gas,kilotonne,0.018263031,0.093545101,0.159815976,0.219369569,0.255826791,0.251413169,0.287678624,0.292784143,0.299654628,0.306169769,0.30253519,0.283600634,0.320399774,0.304528753,0.329551369,0.269460571,0.255846035,0.267163608,0.237871972,0.255007313,0.141557299,0.151070562,0.116411272,0.094856831,0.092285156,0.078676557,0.093699687,0.109796809,0.121158662,0.125017231,0.144774848,0.138638643,0.125211243,0.122639703,0.116244389,0.120140039,0.129609215,0.102238859,0.096741732,0.085097055,0.08716312,0.085997881,0.076375421,0.078317101,0.073724502,0.086907121,0.09323654,0.093746071,0.102430427,0.103526667,0.091372555,0.111007829
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,OPG,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0.000151428,0.000151428,0.001968558,0.001665703,0.002119986,0.002422841,0.002195699,0.001854987,0.001818685,0.002353441,0.002164856,0.001818685,0.003105199,0.003456536,0.003671231,0.002653464,0.00251038,0.002692292,0.002922956,0.002965887,0.00261698,0.00273595,0.002753471,0.0025859,0.00240379,0.001778215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Petroleum coke,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144893477,0.148915033,0.154016863,0.227146621,0.237228607,0.205835744,0.204116308,0.202736039,0.202313876,0.179678643,0.148664497,0.148996422,0.160059464,0.188422438,0.141752574,0.143928205,0.122806079,0.103164618,0.166947335,0.059753387,0.298539913,0.534429533,0.440626225,0.050733435,0.014095129,0.019496688,0.051657574,0.022272739,0.024506117,0.030540315
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,SSF,kilotonne,0.33562854,0.268502832,0.234939978,0.234939978,0.369191394,0.268502832,0.234939978,0.268502832,0.33562854,0.302065686,0.16781427,0.201377124,0.302065686,0.268502832,0.097332277,0.305421971,0.33562854,0.241652549,0.070481993,0,0.214802266,0.070481993,0.070481993,0.110757418,0.231583693,0.21144598,0.177883126,0.226561602,0.156976256,0.106508487,0.123355306,0.166691959,0.109600199,0.07264535,0.05646818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Town gas,kilotonne,0.042735627,0.022219564,0.028292911,0.022219564,0.013998325,0.006221478,0.00185163,0.000814717,0.000444391,0.000518456,0.000370326,0.000370326,0.000222196,0.00014813,0.00014813,7.4065212e-05,7.4065212e-05,7.4065212e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Wood,kilotonne,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,1.965808798,2.263158028,2.263158028,2.263158028,2.263158028,4.350807792,4.760996223,4.831926033,3.690340421,4.176542234,3.515327279,2.429837717,2.153138319,2.153138319,2.153138319,2.153138319,0.890277929,0.926835837,0.840191787,1.829164141,1.855342522,1.565380911,1.723854175,1.732372513,1.767320768,1.788110872,1.785631093,1.787913699,1.798618679,1.775741539,1.766367889,1.717790945,1.717790945
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Lubricants,kilotonne,0.270928939,0.264703338,0.256633114,0.273234717,0.240953822,0.228733198,0.232883599,0.237264577,0.235419955,0.237495155,0.206597727,0.192993636,0.190687857,0.188612657,0.188612657,0.188151501,0.18515399,0.190918435,0.195760569,0.193454791,0.194192115,0.183108913,0.193613856,0.201809058,0.201307898,0.229502824,0.225738553,0.232793553,0.213322916,0.20433574,0.200572763,0.20777684,0.19747918,0.201820466,0.205120845,0.168166554,0.134399027,0.141804306,0.13202057,0.125086885,0.139383045,0.119750745,0.114815876,0.117887694,0.129325251,0.120503765,0.115903831,0.11660004,0.104392927,0.101405652,0.083352393,0.085312012
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Biomass,kilotonne,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.321235041,0.286995711,0.282675353,0.277146567,0.269819912,0.259648165,0.244574819,0.218948439,0.171599341,0.07568551,0.194307076,0.237350726,0.207531054,0.486024653,0.800463943,1.1479195,1.105338551,1.259450272,0.723778849,0.367941739,0.499000792,0.831348839,0.902357606,0.671257986,0.767319326,1.606097503,2.556383078,2.496450014,4.194797642,6.245380457,6.408335583,9.064371485,9.839654274
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Autogenerators,Natural gas,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235988,0.025631874,0.027056876,0.011518006,0.008698666,0.009220923,0.008716894,0.012894431,0.01269928,0.042312045,0.047552052,0.055453387,0.071756268,0.076030085,0.086553762,0.067612091,0.075658775,0.070139567,0.070195211,0.072595334,0.061158608,0.056912991,0.0466143,0.035425903,0.042446771,0.039135013,0.039271649,0.038456745,0.035860686,0.029615722,0.031275972,0.03539687,0.038729223,0.025629715,0.024280584,0.030814644
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Autogenerators,Biogas,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120062,0.000120062,0.000120062,0.000120062,0.000120062,0.000120062,0.000120062,0.001378638,0.002020346,0.001912705,0.002388811,0.002864917,0.003564586,0.006731727,0.017914011,0.036229607,0.073183723,0.104490807,0.156626499,0.215941044,0.3149794,0.382971497,0.406656742,0.332500106,0.331460953,0.367326235
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Other industrial combustion,Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014821391,0.017673888,0.018522599,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Autogeneration - exported to grid,Natural gas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.003289246,0.003178977,0.003317483,0.007045153,0.006905758,0.015812292,0.015850684,0.018484462,0.017604789,0.019736916,0.026287527,0.026359917,0.022237296,0.035277843,0.027941568,0.022599112,0.023214792,0.031653199,0.032185004,0.032667021,0.033239303,0.030676764,0.033461022,0.026757343,0.024377073,0.023723966,0.02452687,0.025942115,0.028676657,0.01987331,0.019324319,0.026488504
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Mechanical Engineering (combustion),Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Mechanical Engineering (combustion),Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Electrical engineering (combustion),Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Electrical engineering (combustion),Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Textiles and leather (combustion),Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Textiles and leather (combustion),Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Construction (combustion),Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A2gviii,Construction (combustion),Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft - international take off and landing,Aviation turbine fuel,kilotonne,0.033828867,0.040068074,0.044026098,0.048150307,0.04041553,0.042590947,0.044932531,0.04759135,0.052742841,0.055159946,0.055447003,0.052576665,0.052259407,0.053649254,0.057607293,0.059432693,0.066835126,0.069588734,0.07667423,0.081652435,0.082643343,0.074616008,0.076415711,0.076494173,0.073587081,0.07575193,0.07820157,0.080098637,0.086674795,0.08974833,0.092653936,0.087241515,0.086295523,0.08651076,0.08889637,0.093443021,0.09186622,0.090372548,0.087951111,0.081543128,0.078230381,0.081938707,0.077392415,0.077953758,0.077265813,0.077822389,0.0807145,0.085612144,0.084313636,0.081580569,0.032126999,0.028064435
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft - international take off and landing,Aviation spirit,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.89451968141667e-05,2.63621532134014e-05,3.58989697531287e-05,5.53334792242313e-05,4.99997726582149e-05,2.61626574408045e-05,1.79947236513393e-05,2.94037599800451e-05,4.60372484591396e-05,5.03858764549445e-05,2.0853897868727e-05,6.11071425240283e-06,2.50824729789607e-05,1.43065933252709e-05,1.35600763144946e-05,1.08658168897457e-05,8.15617963031122e-06,1.2086022571963e-05,1.25405523588231e-05,1.03349697965313e-05,5.32837470398381e-06,5.52341260556691e-06,5.65541582233134e-06,5.17846509622248e-06,4.71275573358168e-06,3.72309136364495e-06,5.67771181560346e-06,2.38730931091625e-06,2.82086618284048e-07,5.28074741426361e-07,-,2.2926112883144e-08
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft - international take off and landing,Brake wear,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.033077841,0.032357473,0.036299508,0.03808968,0.040834185,0.042675853,0.04506267,0.048995229,0.054093231,0.058387631,0.06124818,0.061315701,0.060118289,0.063170462,0.06862361,0.072167379,0.07473025,0.077186063,0.076179756,0.070536156,0.067478758,0.070895574,0.070934768,0.072067117,0.074773484,0.077260157,0.083152312,0.08655936,0.088375675,0.089257082,0.035615216,0.031790986
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft - international take off and landing,Tyre wear,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.018202487,0.017931354,0.02024525,0.021545038,0.023179288,0.024201632,0.02563416,0.028073779,0.031147815,0.033688107,0.035132702,0.034945653,0.034054187,0.035732198,0.038892792,0.040736755,0.042283259,0.043606203,0.042984014,0.039943502,0.0383391,0.040250093,0.040370505,0.040991617,0.042558701,0.043994837,0.047317706,0.04915169,0.050410573,0.051062242,0.021311149,0.019214671
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and CDs - TOL,Aviation spirit,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.77048156434834e-05,2.38925009113826e-05,2.03760290406664e-05,2.98557178343214e-05,1.95741191377009e-05,1.65970850797146e-05,2.16741986734025e-05,2.33088125500576e-05,2.79067766350882e-05,2.08465459440761e-05,1.48727496402813e-05,1.38128424596723e-05,2.02783932652495e-05,2.41518737224175e-05,3.08521700421047e-05,3.4707434962367e-05,3.54405501790134e-05,2.03834039839458e-05,2.03680119076836e-05,1.37040446379515e-05,1.01482757008027e-05,1.01647243403223e-05,1.09635031664343e-05,1.30907101295932e-05,1.208427979167e-05,6.69092586726737e-06,2.48030885375098e-05,2.64561203275919e-06,9.7072189342316e-07,1.83866948230958e-06,1.46730595020917e-07,-
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and CDs - TOL,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.003774818,0.00418612,0.003892142,0.003896875,0.003242426,0.003013688,0.003094674,0.003325272,0.002980247,0.002227162,0.002330919,0.00239565,0.002679732,0.002590646,0.002625348,0.002361042,0.001969065,0.002075651,0.002258676,0.002429057,0.00241463,0.002191443,0.002240401,0.001873657,0.00172041,0.001840162,0.001501351,0.001303046,0.00096224,0.001097577,0.000325459,0.000498081
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and CDs - TOL,Brake wear,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00082629,0.000726273,0.000728213,0.000713547,0.000690109,0.000694516,0.000719516,0.000792041,0.000819951,0.000799052,0.000813857,0.000781497,0.000812108,0.000854198,0.000918136,0.000918429,0.00087973,0.00095327,0.000946952,0.000862821,0.000871269,0.000872754,0.00085138,0.000838324,0.000806321,0.000846226,0.000833945,0.000817462,0.000821812,0.000858263,0.000266377,0.000365958
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and CDs - TOL,Tyre wear,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00016733,0.000149813,0.000159908,0.000152731,0.000139625,0.000137351,0.000142424,0.000163518,0.000172319,0.00017386,0.000176189,0.00014928,0.000159357,0.000171982,0.000185925,0.000188578,0.000181757,0.000208118,0.000214665,0.000191715,0.00019904,0.000201632,0.000199768,0.0001997,0.000207838,0.000223515,0.000225855,0.000226824,0.000234185,0.000245234,7.92579499459766e-05,0.000118402
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and Gibraltar - TOL,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000279058,0.000254221,0.000273873,0.000316042,0.000296334,0.000214065,0.000142999,0.000113295,0.000118017,0.000117553,0.00012553,0.000131545,0.000144026,0.000162462,0.000194621,0.000212967,0.000192754,0.000153607,0.00018851,0.000201469,0.000195699,0.000221839,0.000213624,0.000223542,0.000236457,0.000238862,0.000307926,0.000306927,0.000222242,0.000252143,0.000103742,0.000166058
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and Gibraltar - TOL,Brake wear,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.22054406312734e-05,6.65430506063446e-05,6.44777270161406e-05,6.06065783359182e-05,5.96949238452188e-05,6.05638465222656e-05,5.364237920525e-05,5.68404719449532e-05,5.97871522912814e-05,5.82071974931564e-05,6.23239399492188e-05,6.20360838170392e-05,6.96424963519998e-05,8.07071830988672e-05,9.61540055483048e-05,0.00010408,9.48906902456564e-05,8.02962899456952e-05,9.72224977087892e-05,9.437727417525e-05,8.12626601801092e-05,0.000103435,9.91042463695624e-05,0.00010376,0.000111175,0.00011427,0.000148616,0.000144061,0.000106638,0.000123537,5.587407136734e-05,8.3789350495383e-05
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and Gibraltar - TOL,Tyre wear,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.27545345339984e-05,1.70429590316885e-05,1.58194502586219e-05,1.3703042091993e-05,1.35311943774062e-05,1.74085227449219e-05,1.742578277775e-05,2.02484196064906e-05,2.10174446056626e-05,2.11398264934374e-05,2.41048632248e-05,2.27115963573516e-05,2.844342197255e-05,3.60800544553922e-05,4.4719067220342e-05,4.57078442219408e-05,4.18661039503312e-05,3.37723206525704e-05,3.87977882066016e-05,3.630493304775e-05,3.17927469783594e-05,4.16434468928264e-05,3.92582718457374e-05,4.22171367221876e-05,4.56900636065844e-05,4.6293742661478e-05,6.07237797395782e-05,5.88995378842124e-05,4.36853629839376e-05,5.05880196540594e-05,2.34574657425836e-05,3.48516971574828e-05
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and other OTs (excl Gib. and Bermuda) - TOL,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.34225637076879e-05,2.7246081522767e-05,3.4990457095271e-05,6.04421606955936e-05,3.80897910332718e-05,1.80917853276869e-05,1.09662045714745e-05,1.10429958718048e-05,2.26057399226429e-05,2.28117833274242e-06,2.67336562721447e-05,6.44030406532785e-05,6.35920827862426e-05,6.31864464157678e-05,6.43158960480307e-05,6.57150456751274e-05,6.36201279564748e-05,6.21931964903574e-05,6.11293759800863e-05,6.32982964525349e-05,6.59225066734041e-05,1.70380392335876e-05,-,5.99033155349737e-07,7.91299007239578e-08,2.15192683328692e-07,1.61936198331532e-07,3.75240173244632e-07,-,1.4755983976225e-07,2.76267151438248e-06,4.61855889051935e-06
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and other OTs (excl Gib. and Bermuda) - TOL,Brake wear,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.79115559675e-06,5.53413142425e-06,7.024089884625e-06,1.10682628485e-05,7.7860686591875e-06,5.496364817625e-06,9.558895335e-07,0,6.397301075e-07,2.87812768375e-07,4.5763009854375e-06,1.24060944170625e-05,1.124417798625e-05,1.1281114057125e-05,1.193243387325e-05,1.25177135105e-05,1.10682628485e-05,1.13947277630312e-05,1.10682628485e-05,1.124417798625e-05,1.2408443474625e-05,4.6995812758125e-06,0,2.73164859e-07,0,4.412417246875e-08,0,6.7041325175e-07,0,4.412417246875e-08,6.41305006409376e-06,9.04421858931252e-06
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and other OTs (excl Gib. and Bermuda) - TOL,Tyre wear,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.02198900425e-06,3.96895030675e-06,5.037513850875e-06,7.9379006135e-06,5.5168594110625e-06,4.040541953875e-06,7.027029485e-07,0,4.939527825e-07,2.18724772125e-07,3.2820165998125e-06,8.8548960276875e-06,8.05799624875e-06,8.090552548375e-06,8.54228076575e-06,9.0057196555e-06,7.9379006135e-06,8.14272848145624e-06,7.9379006135e-06,8.05799624875e-06,8.839486540875e-06,3.3207586739375e-06,0,2.05813769e-07,0,8.40626526875e-09,0,5.2099760925e-07,0,8.40626526875e-09,4.95788355314376e-06,6.88802160243752e-06
PM10 (Particulate Matter < 10&micro;m),1A3ai(i),Aircraft between UK and Bermuda - TOL,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.50285236109459e-05,9.39218875295713e-05,2.76661631886793e-05,3.75497500513058e-05,3.91685393433834e-05,4.2282952818188e-05,4.92184630051262e-05,4.0423354516367e-05,3.43340579652149e-05,3.45276589393447e-05,3.9175644833874e-05,5.85031914024077e-05,4.35600797061671e-05,3.95363821699934e-05,4.66956556947159e-05,5.3244777371258e-05,6.70382347891646e-05,7.89189761665956e-05,7.2491560670836e-05,6.84872052857441e-05,5.77711794927936e-05,5.70073620539523e-05,5.49967520142121e-05,5.50071598191951e-05,5.32727932728228e-05,5.37637508482913e-05,5.45466425060262e-05,5.67743371613952e-05,5.54826476854194e-05,5.47265071534987e-05,2.2834750708312e-05,2.12730303466889e-05
